trainerID,name,level,type
3220,Misdreavus,22,Ghost
3220,Meowth,50,Normal
3221,Machoke,31,Fighting
3221,Golem,31,Rock
3221,Forretress,31,Bug
3221,Mantine,32,Water
3221,Crobat,31,Poison
3222,Murkrow,22,Dark
3222,Pineco,50,Bug
3222,Ariados,22,Bug
3223,Shellder,50,Water
3223,Rhyhorn,29,Ground
3223,Swalot,29,Poison
3223,Golbat,29,Poison
3223,Sharpedo,30,Water
3224,Absol,35,Dark
3224,Ninjask,34,Bug
3224,Sandslash,37,Ground
3224,Mawile,35,Steel
3225,Torkoal,22,Fire
3225,Nuzleaf,23,Grass
3225,Swinub,50,Ice
3226,Lotad,8,Water
3226,Oddish,9,Grass
3226,Cacnea,9,Grass
3226,Shroomish,9,Grass
3226,Pineco,9,Bug
3226,Seedot,50,Grass
3227,Lotad,8,Water
3227,Oddish,9,Grass
3227,Cacnea,9,Grass
3227,Shroomish,9,Grass
3227,Pineco,9,Bug
3228,Lotad,19,Water
3228,Oddish,18,Grass
3228,Cacnea,18,Grass
3228,Shroomish,19,Grass
3228,Pineco,20,Bug
3229,Lombre,50,Water
3229,Vileplume,50,Grass
3229,Cacturne,50,Grass
3229,Breloom,50,Grass
3229,Forretress,50,Bug
3230,Lanturn,41,Water
3230,Magneton,41,Electric
3230,Lickitung,50,Normal
3231,Minun,30,Electric
3231,Beautifly,30,Bug
3231,Ledian,28,Bug
3231,Illumise,31,Bug
3232,Banette,40,Ghost
3232,Sableye,40,Dark
3232,Dusclops,40,Ghost
3232,Crobat,44,Poison
3232,Wailord,44,Water
3233,Houndoom,37,Dark
3233,Ninetales,37,Fire
3233,Vileplume,34,Grass
3233,Magmar,50,Fire
3233,Pinsir,50,Bug
3234,Masquerain,33,Bug
3234,Dunsparce,33,Normal
3234,Roselia,33,Grass
3234,Spinda,33,Normal
3235,Seviper,29,Poison
3235,Murkrow,29,Dark
3235,Paras,50,Bug
3235,Growlithe,50,Fire
3236,Plusle,30,Electric
3236,Dustox,30,Bug
3236,Xatu,31,Psychic
3236,Volbeat,30,Bug
3237,Delibird,36,Ice
3237,Grumpig,36,Psychic
3237,Swalot,35,Poison
3237,Relicanth,35,Water
3237,Golduck,37,Water
3237,Quagsire,35,Water
3238,Doduo,13,Normal
3238,Taillow,14,Normal
3239,Yanma,39,Bug
3239,Roselia,37,Grass
3239,Smeargle,39,Normal
3239,Vileplume,37,Grass
3239,Altaria,40,Dragon
3240,Roselia,32,Grass
3240,Hoppip,32,Grass
3240,Masquerain,31,Bug
3240,Bellossom,32,Grass
3241,Volbeat,20,Bug
3241,Spoink,21,Psychic
3241,Illumise,20,Bug
3241,Seviper,21,Poison
3241,Wailmer,22,Water
3242,Medicham,38,Fighting
3242,Golem,38,Rock
3242,Xatu,38,Psychic
3242,Hitmonchan,50,Fighting
3243,Mightyena,35,Dark
3243,Stantler,34,Normal
3243,Zangoose,37,Normal
3243,Sharpedo,35,Water
3243,Sunflora,34,Grass
3244,Shuckle,44,Bug
3244,Blissey,42,Normal
3244,Weezing,41,Poison
3245,Absol,30,Dark
3245,Smeargle,31,Normal
3245,Donphan,30,Ground
3245,Ampharos,31,Electric
3245,Tentacruel,31,Water
3246,Glalie,41,Ice
3246,Ampharos,44,Electric
3246,Breloom,42,Grass
3246,Donphan,44,Ground
3246,Dugtrio,50,Ground
3247,Camerupt,37,Fire
3247,Weezing,37,Poison
3247,Muk,38,Poison
3247,Rapidash,50,Fire
3247,Magcargo,50,Fire
3248,Cacturne,37,Grass
3248,Ninetales,37,Fire
3248,Torkoal,37,Fire
3248,Mantine,37,Water
3248,Tropius,35,Grass
3249,Clamperl,31,Water
3249,Octillery,31,Water
3249,Lanturn,31,Water
3249,Relicanth,32,Water
3250,Stantler,41,Normal
3250,Exploud,41,Normal
3250,Scyther,50,Bug
3250,Chansey,50,Normal
3251,Electrode,34,Electric
3251,Misdreavus,34,Ghost
3251,Claydol,36,Ground
3251,Kangaskhan,50,Normal
3251,Banette,50,Ghost
3252,Sneasel,20,Dark
3252,Yanma,19,Bug
3252,Misdreavus,20,Ghost
3252,Duskull,50,Ghost
3253,Beedrill,50,Bug
3253,Furret,30,Normal
3253,Togetic,31,Fairy
3253,Pidgeotto,50,Normal
3254,Natu,16,Psychic
3254,Nincada,14,Bug
3254,Wailmer,15,Water
3255,Spinarak,20,Bug
3255,Beautifly,19,Bug
3255,Dustox,20,Bug
3255,Vulpix,50,Fire
3256,Corphish,18,Water
3256,Electrike,17,Electric
3256,Grimer,18,Poison
3257,Beldum,18,Steel
3257,Murkrow,18,Dark
3257,Slakoth,18,Normal
3257,Rhyhorn,18,Ground
3258,Swinub,14,Ice
3258,Shuppet,13,Ghost
3258,Spinarak,50,Bug
3259,Jigglypuff,17,Normal
3259,Chimecho,17,Psychic
3259,Dunsparce,16,Normal
3260,Sudowoodo,20,Rock
3260,Clamperl,21,Water
3261,Grumpig,39,Psychic
3261,Skarmory,39,Steel
3261,Metang,39,Steel
3261,Hariyama,39,Fighting
3261,Hitmonlee,50,Fighting
3262,Grimer,10,Poison
3262,Tentacool,10,Water
3262,Koffing,11,Poison
3262,Gulpin,50,Poison
3263,Grimer,10,Poison
3263,Tentacool,10,Water
3263,Koffing,11,Poison
3263,Zubat,10,Poison
3264,Grimer,20,Poison
3264,Tentacool,20,Water
3264,Koffing,20,Poison
3264,Zubat,20,Poison
3265,Muk,50,Poison
3265,Tentacruel,50,Water
3265,Weezing,50,Poison
3265,Golbat,50,Poison
3266,Slugma,14,Fire
3266,Houndour,50,Dark
3267,Slugma,14,Fire
3267,Numel,14,Fire
3268,Slugma,20,Fire
3268,Numel,20,Fire
3269,Magcargo,50,Fire
3269,Camerupt,50,Fire
3270,Carvanha,18,Water
3270,Barboach,17,Water
3271,Qwilfish,19,Water
3271,Rhyhorn,20,Ground
3271,Chinchou,20,Water
3271,Koffing,20,Poison
3272,Huntail,27,Water
3272,Cacnea,27,Grass
3272,Teddiursa,27,Normal
3272,Koffing,27,Poison
3273,Huntail,36,Water
3273,Cacturne,35,Grass
3273,Weezing,35,Poison
3273,Ursaring,35,Normal
3273,Arbok,50,Poison
3274,Shedinja,31,Bug
3274,Wobbuffet,30,Psychic
3274,Vibrava,35,Ground
3274,Magneton,50,Electric
3275,Ralts,15,Psychic
3275,Voltorb,16,Electric
3275,Bagon,16,Dragon
3275,Numel,50,Fire
3276,Ninetales,30,Fire
3276,Jumpluff,30,Grass
3276,Azumarill,32,Water
3276,Tangela,50,Grass
3276,Butterfree,50,Bug
3277,Kecleon,19,Normal
3277,Surskit,21,Bug
3277,Makuhita,50,Fighting
3278,Chinchou,11,Water
3278,Electrike,12,Electric
3278,Mareep,50,Electric
3279,Chinchou,11,Water
3279,Electrike,12,Electric
3279,Magnemite,11,Electric
3280,Chinchou,20,Water
3280,Electrike,20,Electric
3280,Magnemite,20,Electric
3281,Lanturn,50,Water
3281,Manectric,50,Electric
3281,Magneton,50,Electric
3285,Kadabra,33,Psychic
3286,Kadabra,44,Psychic
3286,Ambipom,44,Normal
3287,Alakazam,50,Psychic
3287,Ambipom,50,Normal
3288,Alakazam,56,Psychic
3288,Ambipom,56,Normal
3294,Lombre,14,Water
3294,Nuzleaf,14,Grass
3295,Lombre,26,Water
3295,Nuzleaf,26,Grass
3296,Lombre,29,Water
3296,Nuzleaf,29,Grass
3297,Lombre,32,Water
3297,Nuzleaf,32,Grass
3298,Ludicolo,35,Water
3298,Shiftry,35,Grass
3299,Seviper,20,Poison
3300,Zangoose,20,Normal
3301,Zangoose,30,Normal
3301,Seviper,30,Poison
3302,Lombre,14,Water
3302,Nuzleaf,14,Grass
3303,Lombre,26,Water
3303,Nuzleaf,26,Grass
3304,Lombre,29,Water
3304,Nuzleaf,29,Grass
3305,Lombre,32,Water
3305,Nuzleaf,32,Grass
3306,Ludicolo,35,Water
3306,Shiftry,35,Grass
3307,Zangoose,18,Normal
3307,Seviper,18,Poison
3308,Ponyta,22,Fire
3308,Ponyta,20,Fire
3308,Ponyta,24,Fire
3309,Geodude,17,Rock
3309,Geodude,18,Rock
3309,Geodude,19,Rock
3310,Roselia,20,Grass
3310,Roselia,22,Grass
3310,Roselia,24,Grass
3311,Sudowoodo,19,Rock
3311,Sudowoodo,19,Rock
3311,Sudowoodo,19,Rock
3312,Clefairy,20,Fairy
3312,Clefairy,20,Fairy
3312,Clefairy,20,Fairy
3314,Hippopotas,28,Ground
3314,Hippopotas,28,Ground
3314,Hippopotas,34,Ground
3315,Hippopotas,51,Ground
3315,Hippopotas,53,Ground
3315,Hippopotas,52,Ground
3316,Buizel,21,Water
3316,Buizel,21,Water
3316,Buizel,24,Water
3317,Gastly,12,Ghost
3317,Gastly,13,Ghost
3317,Gastly,17,Ghost
3318,Skorupi,21,Poison
3318,Carnivine,21,Grass
3318,Tangela,21,Grass
3318,Tropius,21,Grass
3318,Croagunk,21,Poison
3318,Yanma,21,Bug
3319,Umbreon,27,Dark
3319,Espeon,27,Psychic
3320,Jolteon,24,Electric
3320,Flareon,24,Fire
3320,Vaporeon,24,Water
3321,Munchlax,25,Normal
3322,Feebas,28,Water
3323,Heracross,25,Bug
3324,Togetic,35,Fairy
3325,Togekiss,54,Fairy
3326,Porygon,27,Normal
3327,Gible,22,Dragon
3328,Lombre,15,Water
3328,Nuzleaf,15,Grass
3329,Lombre,25,Water
3329,Nuzleaf,25,Grass
3330,Ludicolo,39,Water
3330,Shiftry,39,Grass
3331,Ludicolo,43,Water
3331,Shiftry,43,Grass
3332,Ludicolo,49,Water
3332,Shiftry,49,Grass
3333,Seviper,24,Poison
3334,Zangoose,24,Normal
3335,Ledian,28,Bug
3335,Pinsir,29,Bug
3336,Munchlax,13,Normal
3336,Bagon,14,Dragon
3337,Gabite,31,Dragon
3340,Pachirisu,50,Electric
3340,Luxio,50,Electric
3340,Luvdisc,50,Water
3340,Jigglypuff,50,Normal
3340,Kirlia,50,Psychic
3340,Bonsly,50,Rock
3341,Corsola,50,Water
3341,Marill,50,Water
3341,Aipom,50,Normal
3341,Poliwhirl,50,Water
3342,Delcatty,50,Normal
3342,Beautifly,50,Bug
3342,Weepinbell,50,Grass
3342,Skiploom,50,Grass
3342,Sunflora,50,Grass
3342,Roselia,50,Grass
3343,Machoke,50,Fighting
3343,Onix,50,Rock
3343,Metang,50,Steel
3343,Elekid,50,Electric
3343,Rotom,50,Electric
3343,Carnivine,50,Grass
3344,Dugtrio,50,Ground
3344,Poliwrath,50,Water
3344,Raichu,50,Electric
3344,Rotom,50,Electric
3344,Lunatone,50,Rock
3344,Elekid,50,Electric
3345,Charmeleon,50,Fire
3345,Quilava,50,Fire
3345,Monferno,50,Fire
3345,Grotle,50,Grass
3345,Sandslash,50,Ground
3345,Prinplup,50,Water
3346,Flareon,50,Fire
3346,Altaria,50,Dragon
3346,Houndoom,50,Dark
3346,Torkoal,50,Fire
3346,Flygon,50,Ground
3346,Camerupt,50,Fire
3347,Riolu,50,Fighting
3347,Grovyle,50,Grass
3347,Vigoroth,50,Normal
3347,Luxio,50,Electric
3347,Gabite,50,Dragon
3347,Combusken,50,Fire
3348,Pachirisu,50,Electric
3348,Luxio,50,Electric
3348,Luvdisc,50,Water
3348,Jigglypuff,50,Normal
3348,Kirlia,50,Psychic
3348,Bonsly,50,Rock
3349,Corsola,50,Water
3349,Marill,50,Water
3349,Aipom,50,Normal
3349,Ledian,50,Bug
3349,Poliwhirl,50,Water
3350,Delcatty,50,Normal
3350,Beautifly,50,Bug
3350,Weepinbell,50,Grass
3350,Skiploom,50,Grass
3350,Sunflora,50,Grass
3350,Roselia,50,Grass
3351,Machoke,50,Fighting
3351,Onix,50,Rock
3351,Metang,50,Steel
3351,Elekid,50,Electric
3351,Rotom,50,Electric
3351,Carnivine,50,Grass
3352,Charmeleon,50,Fire
3352,Quilava,50,Fire
3352,Monferno,50,Fire
3352,Grotle,50,Grass
3352,Sandslash,50,Ground
3352,Prinplup,50,Water
3353,Riolu,50,Fighting
3353,Grovyle,50,Grass
3353,Vigoroth,50,Normal
3353,Luxio,50,Electric
3353,Gabite,50,Dragon
3353,Combusken,50,Fire
3358,Kadabra,35,Psychic
3358,Bronzor,35,Steel
3358,Toxicroak,37,Poison
3359,Kadabra,38,Psychic
3359,Bronzor,38,Steel
3359,Toxicroak,40,Poison
3360,Zubat,14,Poison
3360,Purugly,16,Normal
3361,Golbat,37,Poison
3361,Bronzor,37,Steel
3361,Purugly,39,Normal
3362,Bronzor,41,Steel
3362,Golbat,42,Poison
3362,Purugly,45,Normal
3363,Zubat,18,Poison
3363,Skuntank,20,Poison
3364,Bronzor,41,Steel
3364,Golbat,41,Poison
3364,Skuntank,46,Poison
3365,Golbat,38,Poison
3365,Bronzor,38,Steel
3365,Toxicroak,40,Poison
3366,Golbat,42,Poison
3366,Bronzor,42,Steel
3366,Toxicroak,44,Poison
3367,Zubat,15,Poison
3367,Purugly,17,Normal
3368,Golbat,38,Poison
3368,Bronzor,38,Steel
3368,Purugly,40,Normal
3369,Bronzor,44,Steel
3369,Golbat,44,Poison
3369,Purugly,46,Normal
3370,Bronzong,58,Steel
3370,Golbat,58,Poison
3370,Purugly,60,Normal
3371,Zubat,21,Poison
3371,Skuntank,23,Poison
3372,Bronzor,44,Steel
3372,Golbat,44,Poison
3372,Skuntank,46,Poison
3373,Bronzong,58,Steel
3373,Golbat,58,Poison
3373,Skuntank,60,Poison
3393,Psyduck,13,Water
3394,Golduck,55,Water
3396,Parasect,43,Bug
3397,Delibird,50,Ice
3397,Sealeo,50,Ice
3397,Poochyena,50,Dark
3397,Snover,50,Grass
3397,Castform,50,Normal
3397,Rhyhorn,50,Ground
3399,Gyarados,50,Water
3399,Rhydon,50,Ground
3400,Nidoking,50,Poison
3400,Nidoqueen,50,Poison
3401,Piloswine,50,Ice
3401,Crobat,50,Poison
3402,Blissey,50,Normal
3402,Arcanine,50,Fire
3403,Tauros,52,Normal
3403,Miltank,52,Normal
3404,Tauros,57,Normal
3404,Miltank,57,Normal
3405,Nidoking,45,Poison
3405,Nidoqueen,45,Poison
3406,Ledian,25,Bug
3407,Shelgon,25,Dragon
3407,Magcargo,25,Fire
3408,Whirlipede,25,Bug
3408,Graveler,25,Rock
3409,Lairon,25,Steel
3409,Sudowoodo,25,Rock
3410,Marill,25,Water
3410,Loudred,25,Normal
3411,Sandslash,25,Ground
3411,Skarmory,25,Steel
3412,Torkoal,25,Fire
3412,Doublade,25,Steel
3413,Bidoof,14,Normal
3413,Bidoof,15,Normal
3413,Bidoof,16,Normal
3413,Bidoof,15,Normal
3413,Bidoof,15,Normal
3414,Ponyta,23,Fire
3417,Primeape,48,Fighting
3417,Hitmontop,48,Fighting
3417,Machoke,48,Fighting
3418,Primeape,54,Fighting
3418,Hitmontop,54,Fighting
3418,Machamp,54,Fighting
3419,Hitmonlee,38,Fighting
3419,Hitmonchan,38,Fighting
3420,Flareon,100,Fire
3421,Nidoqueen,100,Poison
3422,Mankey,37,Fighting
3422,Primeape,37,Fighting
3423,Mankey,50,Fighting
3423,Primeape,50,Fighting
3424,Primeape,55,Fighting
3424,Primeape,55,Fighting
3425,Hitmonlee,38,Fighting
3425,Hitmonchan,38,Fighting
3426,Hitmonlee,50,Fighting
3426,Hitmonchan,50,Fighting
3427,Hitmonlee,55,Fighting
3427,Hitmonchan,55,Fighting
3428,Alakazam,50,Psychic
3428,Houndoom,50,Dark
3429,Machoke,39,Fighting
3429,Primeape,39,Fighting
3430,Machoke,51,Fighting
3430,Primeape,51,Fighting
3431,Machamp,56,Fighting
3431,Primeape,56,Fighting
3432,Golem,50,Rock
3432,Machamp,50,Fighting
3433,Hitmonchan,50,Fighting
3433,Hitmonlee,50,Fighting
3434,Hitmonchan,29,Fighting
3434,Hitmonlee,29,Fighting
3435,Hitmonchan,33,Fighting
3435,Hitmonlee,33,Fighting
3436,Hitmonchan,51,Fighting
3436,Hitmonlee,51,Fighting
3437,Hitmonchan,56,Fighting
3437,Hitmonlee,56,Fighting
3438,Machop,5,Fighting
3438,Gastly,5,Ghost
3439,Misdreavus,40,Ghost
3439,Exploud,40,Normal
3439,Umbreon,40,Dark
3439,Wobbuffet,40,Psychic
3440,Houndour,28,Dark
3440,Corsola,28,Water
3440,Linoone,28,Normal
3441,Gloom,58,Grass
3441,Sunflora,59,Grass
3441,Vileplume,60,Grass
3442,Tangela,30,Grass
3442,Dunsparce,30,Normal
3443,Cacnea,43,Grass
3443,Numel,43,Fire
3443,Houndour,43,Dark
3443,Lairon,44,Steel
3444,Smeargle,60,Normal
3445,Smeargle,60,Normal
3446,Staravia,17,Normal
3447,Ponyta,17,Fire
3448,Starly,15,Normal
3448,Staravia,15,Normal
3449,Staravia,28,Normal
3449,Staravia,30,Normal
3450,Staravia,37,Normal
3450,Staravia,39,Normal
3451,Staraptor,58,Normal
3451,Staraptor,58,Normal
3452,Pikachu,17,Electric
3453,Pikachu,31,Electric
3454,Pikachu,40,Electric
3455,Raichu,60,Electric
3456,Shinx,17,Electric
3457,Starly,15,Normal
3457,Ponyta,15,Fire
3458,Shinx,15,Electric
3458,Shinx,15,Electric
3459,Zubat,17,Poison
3460,Pikachu,21,Electric
3461,Ponyta,21,Fire
3462,Starly,18,Normal
3462,Staravia,20,Normal
3463,Staravia,32,Normal
3463,Staraptor,34,Normal
3464,Staraptor,43,Normal
3464,Staraptor,43,Normal
3465,Dodrio,58,Normal
3465,Staraptor,59,Normal
3466,Pikachu,21,Electric
3467,Pikachu,35,Electric
3468,Raichu,45,Electric
3469,Plusle,58,Electric
3469,Minun,58,Electric
3469,Raichu,58,Electric
3470,Staravia,21,Normal
3471,Starly,17,Normal
3471,Starly,18,Normal
3471,Starly,19,Normal
3472,Ponyta,20,Fire
3472,Shinx,18,Electric
3473,Shinx,21,Electric
3474,Whirlipede,22,Bug
3474,Whirlipede,22,Bug
3475,Ducklett,22,Water
3475,Liepard,22,Dark
3476,Unfezant,37,Normal
3477,Tranquill,25,Normal
3478,Zebstrika,37,Electric
3479,Whirlipede,25,Bug
3480,Darumaka,22,Fire
3480,Darumaka,22,Fire
3482,Darumaka,25,Fire
3483,Panpour,21,Water
3484,Pansage,21,Grass
3485,Pansear,21,Fire
3486,Scraggy,25,Dark
3488,Darumaka,24,Fire
3489,Darumaka,32,Fire
3494,Sableye,15,Dark
3495,Mightyena,36,Dark
3496,Cacnea,26,Grass
3496,Mightyena,28,Dark
3497,Sharpedo,34,Water
3498,Sharpedo,41,Water
3499,Sharpedo,43,Water
3499,Sneasel,43,Dark
3500,Sharpedo,49,Water
3500,Weavile,49,Dark
3501,Diglett,64,Ground
3501,Dugtrio,64,Ground
3502,Drilbur,25,Ground
3503,Diglett,61,Ground
3503,Dugtrio,61,Ground
3504,Gyarados,27,Water
3504,Raichu,27,Electric
3505,Staraptor,47,Normal
3505,Whiscash,47,Water
3506,Gyarados,47,Water
3506,Medicham,47,Fighting
3507,Gyarados,36,Water
3507,Raichu,36,Electric
3508,Staraptor,50,Normal
3508,Ambipom,50,Normal
3509,Lumineon,50,Water
3509,Rapidash,50,Fire
3510,Magmar,25,Fire
3510,Electabuzz,25,Electric
3511,Dugtrio,47,Ground
3511,Electabuzz,47,Electric
3512,Porygon2,52,Normal
3512,Azumarill,50,Water
3513,Bagon,35,Dragon
3514,Altaria,38,Dragon
3514,Altaria,38,Dragon
3515,Altaria,41,Dragon
3515,Altaria,41,Dragon
3516,Altaria,44,Dragon
3516,Altaria,44,Dragon
3517,Bagon,46,Dragon
3517,Altaria,46,Dragon
3517,Altaria,46,Dragon
3518,Altaria,49,Dragon
3518,Altaria,49,Dragon
3518,Shelgon,49,Dragon
3519,Bagon,34,Dragon
3520,Altaria,37,Dragon
3520,Altaria,37,Dragon
3521,Altaria,41,Dragon
3521,Altaria,41,Dragon
3522,Altaria,44,Dragon
3522,Altaria,44,Dragon
3523,Bagon,46,Dragon
3523,Altaria,46,Dragon
3523,Altaria,46,Dragon
3524,Altaria,49,Dragon
3524,Altaria,49,Dragon
3524,Shelgon,49,Dragon
3525,Gible,46,Dragon
3525,Gible,46,Dragon
3525,Gyarados,49,Water
3526,Gyarados,60,Water
3527,Vibrava,57,Ground
3527,Dragonair,57,Dragon
3527,Seadra,57,Water
3528,Dratini,53,Dragon
3528,Dragonair,55,Dragon
3529,Dragonair,61,Dragon
3529,Dragonair,61,Dragon
3530,Swablu,53,Normal
3530,Altaria,57,Dragon
3531,Altaria,60,Dragon
3531,Altaria,60,Dragon
3532,Gabite,56,Dragon
3532,Gyarados,56,Water
3533,Gyarados,58,Water
3534,Bagon,57,Dragon
3534,Shelgon,59,Dragon
3535,Gabite,49,Dragon
3536,Gible,39,Dragon
3537,Gabite,43,Dragon
3538,Gabite,63,Dragon
3539,Seadra,56,Water
3539,Gyarados,56,Water
3540,Gible,43,Dragon
3540,Swablu,45,Normal
3540,Gabite,47,Dragon
3541,Gible,57,Dragon
3541,Gabite,57,Dragon
3541,Dragonair,57,Dragon
3542,Dragonite,60,Dragon
3543,Gabite,53,Dragon
3543,Altaria,55,Dragon
3544,Altaria,59,Dragon
3544,Garchomp,61,Dragon
3545,Altaria,56,Dragon
3545,Seadra,56,Water
3546,Altaria,60,Dragon
3546,Kingdra,60,Water
3547,Dratini,52,Dragon
3547,Gabite,56,Dragon
3548,Trapinch,55,Ground
3548,Vibrava,57,Ground
3549,Bagon,57,Dragon
3549,Shelgon,57,Dragon
3549,Vibrava,57,Ground
3550,Altaria,45,Dragon
3550,Gabite,47,Dragon
3551,Gible,34,Dragon
3552,Gabite,46,Dragon
3553,Shelgon,61,Dragon
3553,Gabite,61,Dragon
3553,Dragonair,61,Dragon
3554,Dratini,55,Dragon
3554,Altaria,57,Dragon
3555,Shelgon,39,Dragon
3555,Kingdra,39,Water
3556,Altaria,47,Dragon
3557,Kingdra,47,Water
3558,Flygon,47,Ground
3559,Noivern,50,Flying
3559,Druddigon,50,Dragon
3559,Flygon,50,Ground
3560,Krokorok,55,Ground
3561,Krookodile,66,Ground
3562,Sandile,33,Ground
3563,Krokorok,55,Ground
3564,Sandile,33,Ground
3565,Sandile,33,Ground
3566,Sandile,33,Ground
3567,Krokorok,55,Ground
3568,Smeargle,60,Normal
3569,Smeargle,30,Normal
3570,Wailord,57,Water
3570,Vileplume,57,Grass
3571,Armaldo,47,Rock
3571,Cradily,47,Rock
3572,Armaldo,56,Rock
3572,Cradily,56,Rock
3573,Carvanha,21,Water
3573,Numel,21,Fire
3574,Sandslash,46,Ground
3574,Ninetales,46,Fire
3575,Weepinbell,24,Grass
3575,Gloom,24,Grass
3575,Ivysaur,24,Grass
3576,Nidorino,39,Poison
3576,Nidoking,39,Poison
3577,Sandslash,39,Ground
3577,Dugtrio,39,Ground
3578,Rhyhorn,43,Ground
3579,Persian,44,Normal
3579,Ninetales,44,Fire
3580,Ivysaur,42,Grass
3580,Wartortle,42,Water
3580,Charmeleon,42,Fire
3580,Charizard,42,Fire
3581,Exeggutor,43,Grass
3581,Cloyster,43,Water
3581,Arcanine,43,Fire
3582,Parasect,43,Bug
3582,Dewgong,43,Water
3582,Chansey,43,Normal
3583,Kingler,43,Water
3583,Tentacruel,43,Water
3583,Blastoise,43,Water
3584,Bellsprout,43,Grass
3584,Weepinbell,43,Grass
3584,Victreebel,43,Grass
3585,Ivysaur,24,Grass
3585,Charmeleon,24,Fire
3585,Wartortle,24,Water
3586,Charmeleon,27,Fire
3587,Rapidash,36,Fire
3588,Rapidash,39,Fire
3589,Rapidash,43,Fire
3590,Magneton,33,Electric
3590,Quagsire,31,Water
3590,Exeggcute,31,Grass
3591,Sandslash,35,Ground
3592,Horsea,33,Water
3592,Horsea,33,Water
3592,Horsea,33,Water
3593,Electrode,35,Electric
3593,Starmie,35,Water
3593,Ninetales,35,Fire
3594,Horsea,34,Water
3594,Seadra,36,Water
3595,Butterfree,25,Bug
3595,Bellossom,25,Grass
3596,Dragonair,37,Dragon
3597,Poliwhirl,28,Water
3598,Seadra,37,Water
3599,Victreebel,32,Grass
3599,Kingler,32,Water
3599,Flareon,32,Fire
3600,Victreebel,35,Grass
3600,Kingler,35,Water
3600,Flareon,35,Fire
3601,Victreebel,39,Grass
3601,Kingler,39,Water
3601,Flareon,39,Fire
3602,Eevee,26,Normal
3602,Vaporeon,22,Water
3602,Jolteon,22,Electric
3602,Flareon,22,Fire
3603,Goldeen,22,Water
3603,Seaking,24,Water
3604,Parasect,33,Bug
3604,Golduck,35,Water
3605,Staryu,24,Water
3605,Starmie,26,Water
3606,Pikachu,36,Electric
3606,Blastoise,32,Water
3607,Shellder,26,Water
3607,Cloyster,28,Water
3608,Marill,27,Water
3608,Wartortle,24,Water
3608,Wartortle,24,Water
3609,Rhyhorn,38,Ground
3609,Charmeleon,35,Fire
3609,Wartortle,35,Water
3610,Skiploom,25,Grass
3610,Ninetales,25,Fire
3611,Dratini,34,Dragon
3611,Dragonair,36,Dragon
3612,Bulbasaur,32,Grass
3612,Ivysaur,32,Grass
3612,Venusaur,32,Grass
3613,Dragonair,37,Dragon
3614,Charmander,26,Fire
3614,Bulbasaur,26,Grass
3614,Squirtle,26,Water
3615,Dratini,34,Dragon
3615,Dratini,34,Dragon
3615,Dratini,34,Dragon
3616,Ivysaur,38,Grass
3616,Starmie,38,Water
3617,Starmie,31,Water
3617,Starmie,31,Water
3617,Nidoqueen,33,Poison
3618,Starmie,34,Water
3618,Starmie,34,Water
3618,Nidoqueen,36,Poison
3619,Starmie,37,Water
3619,Starmie,37,Water
3619,Nidoqueen,39,Poison
3620,Pidgeot,25,Normal
3620,Electabuzz,27,Electric
3621,Flareon,35,Fire
3621,Tangela,35,Grass
3621,Tauros,35,Normal
3622,Manectric,43,Electric
3622,Muk,43,Poison
3623,Gloom,35,Grass
3623,Azumarill,35,Water
3624,Zangoose,27,Normal
3625,Wingull,18,Water
3625,Numel,18,Fire
3625,Roselia,18,Grass
3626,Wingull,26,Water
3626,Numel,26,Fire
3626,Roselia,26,Grass
3627,Pelipper,29,Water
3627,Numel,29,Fire
3627,Roselia,29,Grass
3628,Pelipper,32,Water
3628,Numel,32,Fire
3628,Roselia,32,Grass
3629,Pelipper,35,Water
3629,Camerupt,35,Fire
3629,Roselia,35,Grass
3630,Mawile,43,Steel
3630,Sableye,43,Dark
3631,Swellow,29,Normal
3631,Trapinch,29,Ground
3631,Wailmer,29,Water
3631,Magneton,29,Electric
3631,Shiftry,29,Grass
3632,Cacturne,44,Grass
3633,Lairon,45,Steel
3633,Manectric,45,Electric
3634,Linoone,27,Normal
3635,Roselia,44,Grass
3636,Milotic,31,Water
3637,Zangoose,27,Normal
3638,Sandslash,43,Ground
3638,Ninetales,43,Fire
3639,Mawile,46,Steel
3639,Starmie,46,Water
3640,Linoone,27,Normal
3641,Delcatty,27,Normal
3642,Nosepass,42,Rock
3642,Medicham,42,Fighting
3642,Ludicolo,42,Water
3643,Kecleon,42,Normal
3643,Rhyhorn,42,Ground
3643,Tentacruel,42,Water
3644,Linoone,27,Normal
3645,Delcatty,27,Normal
3646,Shiftry,34,Grass
3646,Graveler,34,Rock
3646,Loudred,34,Normal
3647,Dodrio,42,Normal
3647,Lairon,42,Steel
3647,Kadabra,42,Psychic
3648,Claydol,44,Ground
3649,Sableye,44,Dark
3649,Medicham,44,Fighting
3649,Sharpedo,44,Water
3650,Swellow,42,Normal
3650,Kadabra,42,Psychic
3650,Manectric,42,Electric
3650,Shiftry,42,Grass
3651,Graveler,34,Rock
3651,Magcargo,34,Fire
3651,Ludicolo,34,Water
3652,Mawile,31,Steel
3652,Roselia,31,Grass
3652,Pelipper,31,Water
3653,Electrike,18,Electric
3653,Wailmer,18,Water
3653,Makuhita,18,Fighting
3654,Electrike,26,Electric
3654,Wailmer,26,Water
3654,Makuhita,26,Fighting
